id,name,nationality_code
3392,"Ayub Khan",
3393,"Olav V of Norway",
3394,"Patriarch Bartholomew of Constantinople",
3395,"Yun Posun",
3396,"Ferdinand Porsche",
3397,"Norma Shearer",
3398,"Hans Georg Dehmelt",
3399,"Henri Cartier-Bresson",
3400,"Juan Gris",
3401,"Multatuli",
3402,"Charles IV of Spain",
3403,"Veselin Topalov",
3404,"Gennady Zyuganov",
3405,"David Trimble",
3406,"Yuan Shikai",
3407,"Jerry Lee Lewis",
3408,"César Vallejo",
3409,"Kangxi Emperor",
3410,"Ernesto Teodoro Moneta",
3411,"Christa Wolf",
3412,"Guido Westerwelle",
3413,"Karl Barry Sharpless",
3414,"Empress Matilda",
3415,"Alizée",
3416,"Kolo Touré",
3417,"F. Murray Abraham",
3418,"Edward, the Black Prince",
3419,"Osamu Shimomura",
3420,"Stephen Fry",
3421,"Zeami Motokiyo",
3422,"Teri Hatcher",
3423,"Tom Waits",
3424,"Elizabeth Báthory",
3425,"Denis Cheryshev",
3426,"Louise Michel",
3427,"Feodor III of Russia",
3428,"Oleh Blokhin",
3429,"Val Logsdon Fitch",
3430,"Martin Freeman",
3431,"Zemfira",
3432,"Hiroki Sakai",
3433,"James Sie",
3434,"Balbinus",
3435,"Karl Carstens",
3436,"Hilary of Poitiers",
3437,"Qianlong Emperor",
3438,"Alberto Sordi",
3439,"Charles Laughton",
3440,"Gustav Fechner",
3441,"Joseph Roth",
3442,"Lee Marvin",
3443,"Antônio Carlos Jobim",
3444,"Klas Pontus Arnoldson",
3445,"Thom Yorke",
3446,"Ronald Koeman",
3447,"Janet Leigh",
3448,"Farouk I of Egypt",
3449,"Léa Seydoux",
3450,"Nikolai Ostrovsky",
3451,"Sholem Aleichem",
3452,"Marcus Garvey",
3453,"Chiwetel Ejiofor",
3454,"Andrzej Sapkowski",
3455,"Rex Tillerson",
3456,"Ciro Immobile",
3457,"Michael I of Romania",
3458,"Simone Biles",
3459,"Engelbert Dollfuss",
3460,"Guy Verhofstadt",
3461,"Antonio Conte",
3462,"Roland Emmerich",
3463,"Otto Heinrich Warburg",
3464,"John McCarthy",
3465,"Kevin Keegan",
3466,"Gennaro Gattuso",
3467,"Albert François Lebrun",
3468,"Tzipi Livni",
3469,"Paula Abdul",
3470,"Antonio Stradivari",
3471,"Dimitar Berbatov",
3472,"Roy Orbison",
3473,"Edmond Rostand",
3474,"Giuseppe Peano",
3475,"Feodor I of Russia",
3476,"Ole Einar Bjørndalen",
3477,"Mikhail Saltykov-Shchedrin",
3478,"Trebonianus Gallus",
3479,"Jon Stewart",
3480,"Annie Jump Cannon",
3481,"Agatha of Sicily",
3482,"Hailee Steinfeld",
3483,"Ilia Chavchavadze",
3484,"Will Durant",
3485,"Fernandinho",
3486,"Michael Essien",
3487,"Katalin Karikó",
3488,"Jean-Baptiste Say",
3489,"Duccio di Buoninsegna",
3490,"Ernst Cassirer",
3491,"Richard Nikolaus von Coudenhove-Kalergi",
3492,"Kirstie Alley",
3493,"Joseph I, Holy Roman Emperor",
3494,"Pavel Nedvěd",
3495,"Juan Ponce de León",
3496,"Joe Hart",
3497,"Jean-Baptiste Colbert",
3498,"Alcuin",
3499,"Jared Diamond",
3500,"Grigory Zinoviev",
3501,"Barack Obama",
3502,"William Shakespeare",
3503,"Adolf Hitler",
3504,"Ronald Reagan",
3505,"Albert Einstein",
3506,"Donald Trump",
3507,"Michael Jackson",
3508,"Vladimir Putin",
3509,"Karl Marx",
3510,"Leonardo da Vinci",
3511,"David Woodard",
3512,"Isaac Newton",
3513,"Vladimir Lenin",
3514,"Abraham Lincoln",
3515,"Nelson Mandela",
3516,"George W. Bush",
3517,"Mahatma Gandhi",IN
3518,"Napoleon",
3519,"Johann Wolfgang von Goethe",
3520,"Leo Tolstoy",
3521,"Charles Darwin",
3522,"Joseph Stalin",
3523,"Ludwig van Beethoven",
3524,"Dante Alighieri",
3525,"Wolfgang Amadeus Mozart",
3526,"Galileo Galilei",
3527,"Joe Biden",
3528,"Pablo Picasso",
3529,"Vincent van Gogh",
3530,"Victor Hugo",
3531,"Michelangelo",
3532,"George Washington",
3533,"Charlie Chaplin",
3534,"Johann Sebastian Bach",
3535,"Winston Churchill",
3536,"Voltaire",
3537,"Friedrich Nietzsche",
3538,"Elizabeth II",
3539,"Mark Twain",
3540,"Thomas Edison",
3541,"Martin Luther",
3542,"Immanuel Kant",
3543,"Mustafa Kemal Atatürk",
3544,"John F. Kennedy",
3545,"René Descartes",
3546,"Fyodor Dostoyevsky",
3547,"Rabindranath Tagore",IN
3548,"Hans Christian Andersen",
3549,"Sigmund Freud",
3550,"Miguel de Cervantes",
3551,"Charles Dickenseas",
3552,"Martin Luther King Jr.",
3553,"Anton Chekhov",
3554,"Christopher Columbus",
3555,"Bill Gates",
3556,"Marilyn Monroe",
3557,"Jimmy Wales",
3558,"Alexander Pushkin",
3559,"Marie Curie",
3560,"Salvador Dalí",
3561,"Franklin Delano Roosevelt",
3562,"Corbin Bleu",
3563,"Franz Kafka",
3564,"François Hollande",
3565,"Steve Jobs",
3566,"Che Guevara",
3567,"Mao Zedong",
3568,"Jean-Jacques Rousseau",
3569,"Bill Clinton",
3570,"Edgar Allan Poe",
3571,"Oscar Wilde",
3572,"Angela Merkel",
3573,"Thomas Jefferson",
3574,"Molière",
3575,"Pope Francis",
3576,"Niccolò Machiavelli",
3577,"Lord Byron",
3578,"Charles de Gaulle",
3579,"Neil Armstrong",
3580,"Adam Smith",
3581,"Basshunter",
3582,"Elvis Presley",
3583,"Carl Linnaeus",
3584,"Otto von Bismarck",
3585,"Nikola Tesla",
3586,"Fidel Castro",
3587,"Ernest Hemingway",
3588,"Nicolaus Copernicus",
3589,"Benjamin Franklin",
3590,"John Paul II",
3591,"George Orwell",
3592,"Margaret Thatcher",
3593,"Benedict XVI",
3594,"Stephen Hawking",
3595,"Marco Polo",
3596,"Walt Disney",
3597,"Gottfried Wilhelm Leibniz",
3598,"Volodymyr Zelenskyy",
3599,"Albert Camus",
3600,"Genghis Khan",
3601,"John Locke",
3602,"Louis Pasteur",
3603,"Mikhail Gorbachev",
3604,"Blaise Pascal",
3605,"Benito Mussolini",
3606,"Gabriel García Márquez",
3607,"Lionel Messi",
3608,"Sung Jae-gi",
3609,"Richard Wagner",
3610,"Thomas Aquinas",
3611,"James Joyce",
3612,"Yuri Gagarin",
3613,"Nicolas Sarkozy",
3614,"J. R. R. Tolkien",
3615,"Naruhito",
3616,"Henry Ford",
3617,"Matsuo Bashō",
3618,"Marlene Dietrich",
3619,"George H. W. Bush",
3620,"Rembrandt",
3621,"Friedrich Engels",
3622,"Jane Austen",
3623,"Jean-Paul Sartre",
3624,"Cristiano Ronaldo",
3625,"Carl Friedrich Gauss",
3626,"Frédéric Chopin",
3627,"Harry S. Truman",
3628,"Hillary Clinton",
3629,"Lady Gaga",
3630,"Theodore Roosevelt",
3631,"Madonna",
3632,"Mother Teresa",
3633,"Sarah Bernhardt",
3634,"Alfred Nobel",
3635,"Hugo Chávez",
3636,"Agatha Christie",
3637,"Le Corbusier",
3638,"Jimmy Carter",
3639,"Dwight D. Eisenhower",
3640,"Georg Wilhelm Friedrich Hegel",
3641,"Francis Bacon",
3642,"Ferdinand Magellan",
3643,"Niels Bohr",
3644,"Rudyard Kipling",
3645,"Woodrow Wilson",
3646,"Jorge Luis Borges",
3647,"Emmanuel Macron",
3648,"Jules Verne",
3649,"Richard Nixon",
3650,"Frida Kahlo",
3651,"Raphael",
3652,"Bertrand Russell",
3653,"Arthur Conan Doyle",
3654,"Joan of Arc",
3655,"Leonhard Euler",
3656,"Marcel Proust",
3657,"Alan Turing",
3658,"Jawaharlal Nehru",IN
3659,"Albrecht Dürer",
3660,"John Lennon",
3661,"George Bernard Shaw",
3662,"Pyotr Ilyich Tchaikovsky",
3663,"Muhammad Ali",
3664,"Bob Dylan",
3665,"Johannes Kepler",
3666,"Charles Baudelaire",
3667,"Leon Trotsky",
3668,"Muammar Gaddafi",
3669,"Friedrich Schiller",
3670,"Recep Tayyip Erdoğan",
3671,"Rosa Luxemburg",
3672,"Max Planck",
3673,"Alfred Hitchcock",
3674,"John Adams",
3675,"Noam Chomsky",
3676,"Elon Musk",
3677,"Kofi Annan",
3678,"Louis XIV of France",
3679,"Pelé",
3680,"Roald Amundsen",
3681,"Maxim Gorky",
3682,"James Cook",
3683,"John Maynard Keynes",
3684,"Freddie Mercury",
3685,"Guillermo Lasso",
3686,"Lyndon B. Johnson",
3687,"Rafael Correa",
3688,"Huang Xianfan",
3689,"Vasco da Gama",
3690,"Osama bin Laden",
3691,"Rafael Orozco Maestre",
3692,"Michael Faraday",
3693,"Elizabeth I of England",
3694,"Alexandre Dumas",
3695,"Francisco Goya",
3696,"Lech Wałęsa",
3697,"Simone de Beauvoir",
3698,"Johannes Gutenberg",
3699,"Dmitri Mendeleev",
3700,"Diego Maradona",
3701,"Justin Bieber",
3702,"Eminem",
3703,"Simón Bolívar",
3704,"J. K. Rowling",
3705,"Søren Kierkegaard",
3706,"Peter the Great",
3707,"Gerald Ford",
3708,"Henri Matisse",
3709,"Benedictus de Spinoza",
3710,"Anna Netrebko",
3711,"Michael Schumacher",
3712,"Xi Jinping",
3713,"Honoré de Balzac",
3714,"Dmitry Medvedev",
3715,"Arthur Schopenhauer",
3716,"Henrik Ibsen",
3717,"Andy Warhol",
3718,"Frank Lloyd Wright",
3719,"Steven Spielberg",
3720,"Giuseppe Verdi",
3721,"Geoffrey Chaucer",
3722,"Émile Zola",
3723,"Beyoncé",
3724,"Ernest Rutherford",
3725,"James Madison",
3726,"Tenzin Gyatso",
3727,"Louis Armstrong",
3728,"Octave Mirbeau",
3729,"Narendra Modi",IN
3730,"Saddam Hussein",
3731,"Antoine de Saint-Exupéry",
3732,"Angelina Jolie",
3733,"Ludwig Wittgenstein",
3734,"Enrico Fermi",
3735,"Akira Kurosawa",
3736,"Max Weber",
3737,"Pablo Neruda",
3738,"Heinrich Heine",
3739,"Indira Gandhi",IN
3740,"Omar Khayyám",
3741,"Victoria",
3742,"Aung San Suu Kyi",
3743,"Nikita Khrushchev",
3744,"H. G. Wells",
3745,"Katsushika Hokusai",
3746,"Bob Marley",
3747,"Anne Frank",
3748,"Shinzō Abe",
3749,"Silvio Berlusconi",
3750,"Robin Williams",
3751,"Kim Jong-un",
3752,"Selena Gomez",
3753,"Petrarch",
3754,"Andrew Jackson",
3755,"Anatole France",
3756,"Hermann Hesse",
3757,"Akbar",IN
3758,"Peter Paul Rubens",
3759,"William Blake",
3760,"Mark Zuckerberg",
3761,"John Quincy Adams",
3762,"Thomas Mann",
3763,"Helen Keller",
3764,"Virginia Woolf",
3765,"Naguib Mahfouz",
3766,"Jackie Chan",
3767,"Gustave Flaubert",
3768,"Roger Federer",
3769,"Isaac Asimov",
3770,"Woody Allen",
3771,"Boris Yeltsin",
3772,"Marlon Brando",
3773,"Hernán Cortés",
3774,"Franz Schubert",
3775,"Antonio Vivaldi",
3776,"Kim Il-sung",
3777,"Herbert Hoover",
3778,"David Hilbert",
3779,"Jonathan Swift",
3780,"Diego Velázquez",
3781,"Jacques Chirac",
3782,"Ingmar Bergman",
3783,"Kamala Harris",
3784,"David Hume",
3785,"Aleksandr Solzhenitsyn",
3786,"Richard Feynman",
3787,"Charles III of the United Kingdom",
3788,"James Watt",
3789,"Igor Stravinsky",
3790,"Thomas Hobbes",
3791,"Ban Ki-moon",
3792,"Hebe Camargo",
3793,"Bruce Lee",
3794,"John Milton",
3795,"Guy de Maupassant",
3796,"Jacques Cartier",
3797,"Tim Berners-Lee",
3798,"T. S. Eliot",
3799,"Benjamin Netanyahu",
3800,"Ulysses S. Grant",
3801,"Lewis Carroll",
3802,"Rafael Nadal",
3803,"Ibn Battuta",
3804,"Novak Djokovic",
3805,"Giovanni Boccaccio",
3806,"Wilhelm Röntgen",
3807,"Nikolai Gogol",
3808,"Timur",
3809,"Erwin Schrödinger",
3810,"James Monroe",
3811,"Tony Blair",
3812,"Robert Louis Stevenson",
3813,"Bertolt Brecht",
3814,"Arnold Schwarzenegger",
3815,"Linus Torvalds",
3816,"Montesquieu",
3817,"Taylor Swift",
3818,"Joseph Haydn",
3819,"Giordano Bruno",
3820,"Selma Lagerlöf",
3821,"Leonardo DiCaprio",
3822,"Khalil Gibran",
3823,"Erasmus",
3824,"Umberto Eco",
3825,"Ibn Khaldun",
3826,"Calvin Coolidge",
3827,"Bhimrao Ramji Ambedkar",
3828,"Hirohito",
3829,"David Cameron",
3830,"James Clerk Maxwell",
3831,"Johannes Brahms",
3832,"Federico Fellini",
3833,"Boris Johnson",
3834,"Alexander Graham Bell",
3835,"Jim Morrison",
3836,"Céline Dion",
3837,"Agnez Mo",
3838,"Mahathir Mohamad",
3839,"Ivan Turgenev",
3840,"Alexander Lukashenko",
3841,"Ho Chi Minh",
3842,"Ralph Waldo Emerson",
3843,"Catherine II of Russia",
3844,"William Butler Yeats",
3845,"Carl Jung",
3846,"Scarlett Johansson",
3847,"Anggun",
3848,"Denis Diderot",
3849,"Paul McCartney",
3850,"Luiz Inácio Lula da Silva",
3851,"Saladin",
3852,"Claude Monet",
3853,"Hafez",
3854,"George Frideric Handel",
3855,"Kwame Nkrumah",
3856,"Stanley Kubrick",
3857,"Neymar",
3858,"Édith Piaf",
3859,"Brad Pitt",
3860,"Vladimir Nabokov",
3861,"Yasser Arafat",
3862,"Judy Garland",
3863,"Bhumibol Adulyadej",
3864,"Malala Yousafzai",
3865,"Rihanna",
3866,"Rumi",
3867,"Mahmoud Ahmadinejad",
3868,"Walt Whitman",
3869,"Jair Bolsonaro",
3870,"Johnny Depp",
3871,"James A. Garfield",
3872,"William Howard Taft",
3873,"John Stuart Mill",
3874,"John Steinbeck",
3875,"Grover Cleveland",
3876,"Sun Yat-sen",
3877,"Theresa May",
3878,"Zheng He",
3879,"Greta Thunberg",
3880,"Sean Connery",
3881,"Stephen King",
3882,"Martin Van Buren",
3883,"William Faulkner",
3884,"Federico García Lorca",
3885,"Zachary Taylor",
3886,"Robert De Niro",
3887,"Georges Pompidou",
3888,"Daniel Defoe",
3889,"James K. Polk",
3890,"Jack London",
3891,"Boris Pasternak",
3892,"Jean de La Fontaine",
3893,"Konrad Adenauer",
3894,"Brigitte Bardot",
3895,"Andrew Johnson",
3896,"Richard Stallman",
3897,"Shakira",
3898,"Britney Spears",
3899,"Arthur Rimbaud",
3900,"Hosni Mubarak",
3901,"Robert Mugabe",
3902,"Carl Sagan",
3903,"Diana, Princess of Wales",
3904,"Samuel Beckett",
3905,"Emily Dickinson",
3906,"John Tyler",
3907,"James Buchanan",
3908,"L. L. Zamenhof",
3909,"André Gide",
3910,"William Henry Harrison",
3911,"Bashar al-Assad",
3912,"Warren G. Harding",
3913,"Audrey Hepburn",
3914,"Ferdinand Marcos",
3915,"Henry David Thoreau",
3916,"Eleanor Roosevelt",
3917,"Percy Bysshe Shelley",
3918,"Gustav Mahler",
3919,"Giacomo Puccini",
3920,"Francis of Assisi",
3921,"Avril Lavigne",
3922,"Aldous Huxley",
3923,"Bernie Sanders",
3924,"Mikhail Bakunin",
3925,"Romain Rolland",
3926,"Zinedine Zidane",
3927,"Florence Nightingale",
3928,"Emma Watson",
3929,"John XXIII",
3930,"Millard Fillmore",
3931,"Antonín Dvořák",
3932,"Benazir Bhutto",
3933,"John Keats",
3934,"Leonid Brezhnev",
3935,"Franklin Pierce",
3936,"Bradley Cooper",
3937,"William McKinley",
3938,"Henry Kissinger",
3939,"Rutherford B. Hayes",
3940,"Al Pacino",
3941,"Suleiman the Magnificent",
3942,"Michel de Montaigne",
3943,"Henryk Sienkiewicz",
3944,"Martin Heidegger",
3945,"Václav Havel",
3946,"Orhan Pamuk",
3947,"Usain Bolt",
3948,"John Calvin",
3949,"Günter Grass",
3950,"Warren Buffett",
3951,"Benjamin Disraeli",
3952,"Stendhal",
3953,"Henri Bergson",
3954,"Alexander von Humboldt",
3955,"Swami Vivekananda",IN
3956,"Charlotte Rampling",
3957,"Valery Leontiev",
3958,"Walter Scott",
3959,"Pearl S. Buck",
3960,"José Saramago",
3961,"Sergei Eisenstein",
3962,"Chiang Kai-shek",
3963,"Leonard Cohen",
3964,"Hector Berlioz",
3965,"Benjamin Harrison",
3966,"Michael Jordan",
3967,"Rainer Maria Rilke",
3968,"Joseph Goebbels",
3969,"Julian Assange",
3970,"Elizabeth Taylor",
3971,"William Wordsworth",
3972,"Kim Jong-il",
3973,"David Bowie",
3974,"Dilma Rousseff",
3975,"Jean Auguste Dominique Ingres",
3976,"Whitney Houston",
3977,"Werner Heisenberg",
3978,"Luigi Pirandello",
3979,"Maurice Maeterlinck",
3980,"Maya Angelou",
3981,"Richard Dawkins",
3982,"Tom Hanks",
3983,"Edmund Hillary",
3984,"Al-Ghazali",
3985,"Malcolm X",
3986,"Thomas More",
3987,"Francisco Franco",
3988,"Knut Hamsun",
3989,"Paul Cézanne",
3990,"François Mitterrand",
3991,"David Beckham",
3992,"Miley Cyrus",
3993,"Paulo Coelho",
3994,"Joseph Fourier",
3995,"Doris Lessing",
3996,"Alexander Fleming",
3997,"François Rabelais",
3998,"John McCain",
3999,"Chester A. Arthur",
4000,"Gregor Mendel",
4717,"Igor Sikorsky",
4718,"Giuseppe Tomasi di Lampedusa",
4719,"Chandrika Kumaratunga",
4720,"Luis de Góngora",
4721,"Honoré Daumier",
4722,"Koke",
4723,"Rui Patrício",
4724,"Oliver Wendell Holmes",
4725,"Vladimir Solovyov",
4726,"Polina Gagarina",
4727,"Heinrich Lübke",
4728,"Dirk Nowitzki",
4729,"Stan Laurel",
4730,"Marcello Lippi",
4731,"Fabian Gottlieb von Bellingshausen",
4732,"Vasili III of Moscow",
4733,"William Lipscomb",
4734,"Ronald Coase",
4735,"François Guizot",
4736,"Daniele De Rossi",
4737,"Rafa Benítez",
4738,"Nicklas Bendtner",
4739,"Joseph Rotblat",
4740,"Diane Lane",
4741,"Moshe Katsav",
4742,"Felicity Huffman",
4743,"John Fowles",
4744,"Michael Richards",
4745,"Kasper Schmeichel",
4746,"Camille Flammarion",
4747,"Vicente del Bosque",
4748,"Bridget Fonda",
4749,"Andrej Plenković",
4750,"Charles Leclerc",
4751,"Tipu Sultan",IN
4752,"Vasco Núñez de Balboa",
4753,"Anton LaVey",
4754,"Jack Wilshere",
4755,"Aleksander Griboyedov",
4756,"Adolf Loos",
4757,"Max Perutz",
4758,"Kyle Walker",
4759,"Saxo Grammaticus",
4760,"Vladimir Komarov",
4761,"Bolesław Prus",
4762,"Louis VI of France",
4763,"Aaron Copland",
4764,"Darijo Srna",
4765,"Gabriel Marcel",
4766,"Jane Seymour",
4767,"Maximilian Kolbe",
4768,"Vladimir Horowitz",
4769,"Alexander Ostrovsky",
4770,"Jules Rimet",
4771,"Evliya Çelebi",
4772,"Joseph Fouché",
4773,"Roman Abramovich",
4774,"Kim Ki-duk",
4775,"Nikolay Przhevalsky",
4776,"Betty Friedan",
4777,"Gen Shoji",
4778,"Achraf Hakimi",
4779,"Ed O'Neill",
4780,"Bernard Arnault",
4781,"Petra Kvitová",
4782,"Vasily Smyslov",
4783,"Richard Kuhn",
4784,"River Phoenix",
4785,"Ted Turner",
4786,"Henry I of France",
4787,"Lawrence Lessig",
4788,"Jerry Seinfeld",
4789,"Fernando Llorente",
4790,"Olusegun Obasanjo",
4791,"Marta",
4792,"Jean Bodin",
4793,"Stellan Skarsgård",
4794,"Baldassarre Castiglione",
4795,"Alben W. Barkley",
4796,"Klement Gottwald",
4797,"Jan Vertonghen",
4798,"Marcus Tulio Tanaka",
4799,"Ken Thompson",
4800,"Alan Walker",
4801,"Jungkook",
4802,"Woody Guthrie",
4803,"Klaus Kinski",
4804,"Marina Abramović",
4805,"Christian Friedrich Hebbel",
4806,"Douglas Fairbanks",
4807,"Monica Vitti",
4808,"George Porter",
4809,"J. K. Simmons",
4810,"James IV of Scotland",
4811,"Jessica Tandy",
4812,"Krzysztof Penderecki",
4813,"Alexandre Pato",
4814,"Till Lindemann",
4815,"Henry Way Kendall",
4816,"Steven Tyler",
4817,"Norman Haworth",
4818,"Amadou Toumani Touré",
4819,"Björn Ulvaeus",
4820,"Reinhold Messner",
4821,"Lys Assia",
4822,"Anthony Kiedis",
4823,"Carole Lombard",
4824,"Domenico Modugno",
4825,"Lara Dutta",IN
4826,"K. R. Narayanan",
4827,"Yoshito Okubo",
4828,"Yuji Nakazawa",
4829,"Serj Tankian",
4830,"Itamar Franco",
4831,"Tomas Lindahl",
4832,"Hajime Moriyasu",
4833,"Lindsey Vonn",
4834,"Sue Gardner",
4835,"Kurt von Schleicher",
4836,"Bernadette Soubirous",
4837,"Liam Hemsworth",
4838,"Andrei Konchalovsky",
4839,"Frederick I of Prussia",
4840,"Bruno Ganz",
4841,"Mark van Bommel",
4842,"Rocky Marciano",
4843,"Shamil Basayev",
4844,"Ronnie O'Sullivan",
4845,"Agnès Varda",
4846,"Saif Ali Khan",IN
4847,"Kevin-Prince Boateng",
4848,"Kenny Dalglish",
4849,"Cordell Hull",
4850,"David Ogden Stiers",
4851,"Bill Russell",
4852,"E. E. Cummings",
4853,"Jan Hendrik Oort",
4854,"Abay Kunanbaiuly",
4855,"Dimitri Payet",
4856,"Richard Kiel",
4857,"Arseniy Yatsenyuk",
4858,"Lenín Moreno",
4859,"John Green",
4860,"Leroy Sané",
4861,"XXXTentacion",
4862,"Louis Bonaparte",
4863,"Giuseppe Tornatore",
4864,"Ludwig Tieck",
4865,"Shigeru Miyamoto",
4866,"Karl von Frisch",
4867,"Ernst Otto Fischer",
4868,"IU",
4869,"Enda Kenny",
4870,"Cacau",
4871,"Toby Alderweireld",
4872,"Abd el-Krim",
4873,"Princess Margaret, Countess of Snowdon",
4874,"Henry Moore",
4875,"Vaslav Nijinsky",
4876,"Douglas Osheroff",
4877,"Isabella Rossellini",
4878,"Leonor, Princess of Asturias",
4879,"Vivienne Westwood",
4880,"Marisa Tomei",
4881,"Samuel Adams",
4882,"Aleksey Konstantinovich Tolstoy",
4883,"Anton Webern",
4884,"Pocahontas",
4885,"Roy Keane",
4886,"Ronald Fisher",
4887,"Liaquat Ali Khan",
4888,"Annalena Baerbock",
4889,"Alex Salmond",
4890,"Paul Breitner",
4891,"Faustin-Archange Touadéra",
4892,"Laurent-Désiré Kabila",
4893,"Matthias, Holy Roman Emperor",
4894,"Lajos Kossuth",
4895,"William Carlos Williams",
4896,"Jeb Bush",
4897,"Jacques Rogge",
4898,"Carlos Filipe Ximenes Belo",
4899,"Penny Marshall",
4900,"Christina Rossetti",
4901,"Piri Reis",
4902,"Eleftherios Venizelos",
4903,"Abhisit Vejjajiva",
4904,"Winnie Madikizela-Mandela",
4905,"Alessandro Nesta",
4906,"Hayden Christensen",
4907,"Guy Ritchie",
4908,"Gianni Rodari",
4909,"Mikel Arteta",
4910,"Nicolas Chamfort",
4911,"Yasuyuki Konno",
4912,"Pedro III of Portugal",
4913,"Crazy Horse",
4914,"Cosimo de' Medici",
4915,"Wolfgang Schäuble",
4916,"Friedrich Wilhelm I of Prussia",
4917,"Ernst Kaltenbrunner",
4918,"Otto of Greece",
4919,"William Giauque",
4920,"Christian I of Denmark",
4921,"Nikolai Vavilov",
4922,"Alfred Kinsey",
4923,"Hayden Panettiere",
4924,"Ray Liotta",
4925,"Ashley Judd",
4926,"Gloria Stuart",
4927,"Eugene Cernan",
4928,"Svetlana Alliluyeva",
4929,"Luis Federico Leloir",
4930,"Jean-François Lyotard",
4931,"Kelsey Grammer",
4932,"Marin Mersenne",
4933,"Morrissey",
4934,"Ferdinand de Lesseps",
4935,"Carlos Gardel",
4936,"Óscar Romero",
4937,"Keiji Tamada",
4938,"Richard thaler",
4939,"Marcos Rojo",
4940,"Alexander Schallenberg",
4941,"Florent Malouda",
4942,"Pharrell Williams",
4943,"François Quesnay",
4944,"John Kufuor",
4945,"Carlos Vela",
4946,"Julius Wagner-Jauregg",
4947,"Christian Wolff",
4948,"Mikhail Tukhachevsky",
4949,"Sade Adu",
4950,"Giorgio Armani",
4951,"Felipe González",
4952,"Astor Piazzolla",
4953,"Marcia Cross",
4954,"Henrik Dam",
4955,"Jacques Villeneuve",
4956,"John Richard Hicks",
4957,"Jim Jarmusch",
4958,"Jules Massenet",
4959,"Charles I of Naples",
4960,"Carlos Valderrama",
4961,"Rick Astley",
4962,"Timothy Leary",
4963,"Mary Anning",
4964,"Bella Akhmadulina",
4965,"Cesare Beccaria",
4966,"Baruj Benacerraf",
4967,"Ivica Vastić",
4968,"Takayuki Morimoto",
4969,"Yuki Abe",
4970,"Sadyr Zhaparov",
4971,"Jean-Luc Mélenchon",
4972,"Alberto Ascari",
4973,"Frank Borman",
4974,"Jadwiga I of Poland",
4975,"Ismail Omar Guelleh",
4976,"Rudi Völler",
4977,"Robert Robinson",
4978,"The Undertaker",
4979,"Thomas Bach",
4980,"Thorstein Veblen",
4981,"Jamie Carragher",
4982,"Alexis Bledel",
4983,"Giorgio de Chirico",
4984,"Harry Kroto",
4985,"Adolfo Pérez Esquivel",
4986,"Rafael Trujillo .",
4987,"Just Fontaine",
4988,"Robert H. Grubbs",
4989,"Pierre Gassendi",
4990,"Bernie Mac",
4991,"Willie Nelson",
4992,"Philip Glass",
4993,"Necmettin Erbakan",
4994,"Coolio",
4995,"Marco Verratti",
4996,"Marie-Louise Coleiro Preca",
4997,"Daisy Ridley",
4998,"Ernst Mayr",
4999,"Faustina Kowalska",
5000,"David Lean",
5001,"Karen Horney",
5002,"Jacob Burckhardt",
5003,"Massimo D'Alema",
5004,"Otto Fritz Meyerhof",
5005,"Athanasius Kircher",
5006,"William Lassell",
5007,"Boris Akunin",
5008,"Christian B. Anfinsen",
5009,"Max Delbrück",
5010,"Johann Heinrich Lambert",
5011,"Alexander R. Todd, Baron Todd",
5012,"Laura Prepon",
5013,"Bobby Robson",
5014,"Constantin Brâncuși",
5015,"John Russell, 1st Earl Russell",
5016,"Robert Solow",
5017,"Donatella Versace",
5018,"Steven Pinker",
5019,"Ananda Mahidol",
5020,"Daniel Sturridge",
5021,"Joan Cusack",
5022,"Willard Van Orman Quine",
5023,"Bob Dole",
5024,"Shinji Ono",
5025,"Tarja Turunen",
5026,"Susanne Blakeslee",
5027,"Lorenzo Insigne",
5028,"Steve Harvey",
5029,"Jüri Ratas",
5030,"Cara Delevingne",
5031,"August Ferdinand Möbius",
5032,"Franz Werfel",
5033,"Kurt Zadek Lewin",
5034,"Antonio Rüdiger",
5035,"Ivar Andreas Aasen",
5036,"Pierre Mauroy",
5037,"Jochi",
5038,"Jan Matejko",
5039,"John Deacon",
5040,"Antonio José de Sucre",
5041,"Noel Gallagher",
5042,"Claudio Marchisio",
5043,"Etta James",
5044,"Robert E. Howard",
5045,"Masaaki Higashiguchi",
5046,"Terry Crews",
5047,"Gianni Versace",
5048,"Louis Sullivan",
5049,"Alexandre Millerand",
5050,"Barbara Walters",
5051,"Ann Radcliffe",
5052,"Abdelmadjid Tebboune",
5053,"Sophie Wilmès",
5054,"Blaise Matuidi",
5055,"Antonio Canova",
5056,"Amy Macdonald",
5057,"Rudolph I of Germany",
5058,"Tom Felton",
5059,"Emmanuel Levinas",
5060,"Thomas Stamford Raffles",
5061,"Cliff Burton",
5062,"Anne Robert Jacques Turgot",
5063,"Loukas Papademos",
5064,"Ignacy Jan Paderewski",
5065,"Ahmed Yassin",
5066,"Talcott Parsons",
5067,"Benny Andersson",
5068,"Ludvig Holberg",
5069,"Dixie Carter",
5070,"Giovanni Battista Tiepolo",
5071,"Antonio Cassano",
5072,"Eddie Van Halen",
5073,"Gustav Holst",
5074,"Frank Macfarlane Burnet",
5075,"Daniel Dennett",
5076,"Yoshikatsu Kawaguchi",
5077,"Norman Angell",
5078,"Rooney Mara",
